restaurant,link,michelin guide,address,price,cuisine,michelin guide point of view,facilities & services,contact number,website,opening hours,michelin stars,location_lat,location_long
Restaurant Sat Bains,https://guide.michelin.com/en/nottingham-region/nottingham/restaurant/restaurant-sat-bains,MICHELIN GUIDE UNITED KINGDOM,"Lenton Lane, Nottingham, NG7 2SA, United Kingdom",120 - 195 GBP,Creative,Its location – next to an industrial estate in the shadow of a flyover – has never been its best feature. What keeps guests coming back time and again is the food – and a kitchen whose skill lies in extracting maximum flavour from every ingredient. Lunch is a set seven course menu served in smart development kitchen ‘Nucleus’ and offers a chance to taste new dishes ‘in progress’; dinner consists of 10 courses to be enjoyed in one of the rustic dining rooms or the conservatory extension.,"
T
Air conditioning
Booking essential
f
Car park
Credit card / Debit card accepted
Show More
",+44 115 986 6566,www.restaurantsatbains.com,Nearby Restaurants,2,52.9238682,-1.1698575
The Dining Room,https://guide.michelin.com/en/wiltshire/malmesbury/restaurant/the-dining-room193454,MICHELIN GUIDE UNITED KINGDOM,"Easton Grey, Malmesbury, SN16 0RB, United Kingdom",175 GBP,Asian Influences,"Twelve acres of formal gardens surround this charming Cotswold stone house, which dates back to 1802 and offers lovely views over the countryside. Head Chef Niall Keating oversees both the elegant brasserie and the intimate dining room; the latter is the best place to sample dishes packed full of his personality. Here, the room is neutral and serene, and that keeps the focus where it matters: firmly on the food.","
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
Show More
",+44 1666 822888,www.whatleymanor.com,Nearby Restaurants,2,51.58447,-2.0982042
Noor,https://guide.michelin.com/en/andalucia/cordoba/restaurant/noor,MICHELIN GUIDE ESPAÑA,"Pablo Ruiz Picasso 6, Córdoba, 14014, Spain",95 - 190 EUR,Creative,"Although located away from Córdoba’s historic centre, Noor is a unique restaurant that comes as a pleasant surprise thanks to its decor influenced by Andalucia’s Moorish heritage. The cuisine has a similar inspiration with modern culinary techniques combining with the flavours, aromas and subtleties of dishes from the past. An excellent addition to the city’s gastronomic landscape.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+34 957 96 40 55,www.noorrestaurant.es,"Closed: Monday, Tuesday, Sunday",2,37.8845813,-4.7760138
L'Auberge des Glazicks,https://guide.michelin.com/en/bretagne/plomodiern/restaurant/l-auberge-des-glazicks,MICHELIN GUIDE FRANCE,"7 rue de la Plage, Plomodiern, 29550, France",75 - 190 EUR,Creative,"Inventive and a jack of all trades, Olivier Bellin has just one passion, which is cultivating the best of local fishing and Brittany's terroir. Each dish is an ode to the flavours of the region, reinvented and always just as invigorating! While you are here to sample the food, why not also stay over in one of the stylish and comfortable guestrooms?","
Credit card / Debit card accepted
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
Show More
",+33 2 98 81 52 32,https://www.aubergedesglazick.com/,,2,48.1749249,-4.2486752
Casa Marcial,https://guide.michelin.com/en/principado-de-asturias/la-salgar/restaurant/casa-marcial,MICHELIN GUIDE ESPAÑA,"La Salgar, La Salgar, 33549, Spain",70 - 180 EUR,Creative,"It was in this delightful mansion, hidden amid green meadows and the mountains, that Nacho Manzano spent his childhood. This chef blends both tradition and innovation in his menus to create distinct flavours that always showcase the culinary roots of the Asturias region, including fish cooked to perfection!","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
Take away
X
Visa credit card
Show Less
",+34 985 84 09 91,www.casamarcial.com,"Closed: 23 May-8 June, 12-27 December, Monday, dinner: Tuesday-Thursday, dinner: Sunday",2,43.4184747,-5.1928386
Skina,https://guide.michelin.com/en/andalucia/marbella/restaurant/skina,MICHELIN GUIDE ESPAÑA,"Aduar 12, Marbella, 29601, Spain",165 - 189 EUR,Modern Cuisine,"This miniscule restaurant in the old quarter offers an interesting and bold approach to top - quality gastronomy. The contemporary decor, featuring an impressive glass - fronted wine cellar, provides the backdrop for traditional yet creative Andalucian cuisine showcasing meticulous technique and ingredients of the very highest quality.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
Show Less
",+34 952 76 52 77,www.restauranteskina.com,"Closed: Monday, lunch: Saturday, Sunday",2,36.5114606,-4.8857387
Bardal,https://guide.michelin.com/en/andalucia/ronda/restaurant/bardal,MICHELIN GUIDE ESPAÑA,"José Aparicio 1, Ronda, 29400, Spain",150 - 170 EUR,Creative,"Taking its name from a thorny bush, Bardal boasts a designer interior that combines to perfection the play of light alongside simplicity in a contemporary setting. The chef offers menus featuring honest dishes that are full of flavour and showcase seasonal and locally sourced ingredients.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
a
Wheelchair access
Show Less
",+34 951 48 98 28,www.restaurantebardal.com,"Closed: 10-21 January, 4-22 July, Monday, Tuesday, lunch: Wednesday, dinner: Sunday",2,36.7419557,-5.1667805
Raby Hunt,https://guide.michelin.com/en/darlington-region/summerhouse/restaurant/raby-hunt,MICHELIN GUIDE UNITED KINGDOM,"Summerhouse, DL2 3UD, United Kingdom",245 GBP,Modern British,"This former drovers’ inn in a pretty rural village was originally part of the Raby Estate and its name refers to it being a favourite finishing point for the old hunt. It’s owned by the Close family, with son James heading up the open kitchen, which looks out over the sleek, clean-lined dining room.","
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
Show More
",+44 1325 374237,https://www.rabyhuntrestaurant.co.uk/,,2,54.567402,-1.6888651
Moor Hall,https://guide.michelin.com/en/lancashire/aughton/restaurant/moor-hall,MICHELIN GUIDE UNITED KINGDOM,"Prescot Road, Aughton, L39 6RT, United Kingdom",95 - 195 GBP,Creative British,"Charming grounds with a lake and a fountain lead up to this beautifully restored 16C country house, where you’ll be warmly welcomed by one of the slickest teams around. The Scandic-style restaurant is a truly striking space, with its blond wood tables, floor-to-ceiling windows and tempting cheese room – and the smoothness of the well-drilled chefs in the open kitchen is a sight to behold.","
T
Air conditioning
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+44 1695 572511,www.moorhall.com,"Closed: 2-26 January, 31 July-17 August, 25-26 December, Monday, Tuesday, lunch: Wednesday",2,53.5499659,-2.8990735
Atrio,https://guide.michelin.com/en/extremadura/cceres/restaurant/atrio,MICHELIN GUIDE ESPAÑA,"Plaza San Mateo 1, Cáceres, 10003, Spain",185 EUR,Creative,"A temple of gastronomy with a strong focus on detail and harmony of flavours. Innovative cuisine that showcases technical expertise, lots of passion and the sourcing of the region’s finest ingredients (its favourite product is the “cochinito feliz” or “happy pig”!). It’s well worth exploring the superb wine cellar, featuring one of the world’s finest selection of wines!","
T
Air conditioning
Credit card / Debit card accepted
M
Diners Club credit card
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+34 927 24 29 28,www.restauranteatrio.com,New,2,39.4745175,-6.3716761
L'Enclume,https://guide.michelin.com/en/cumbria/cartmel/restaurant/l-enclume,MICHELIN GUIDE UNITED KINGDOM,"Cavendish Street, Cartmel, LA11 6PZ, United Kingdom",79 - 175 GBP,Creative,"L’Enclume has become as synonymous with this sleepy Lakeland village as sticky toffee pudding. It’s located within a characterful old smithy, in a charming brookside spot, and its stylish bedrooms are spread around various locations the village.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
É
Garden or park
Show More
",+44 15395 36362,www.lenclume.co.uk,Nearby Restaurants,2,54.2016105,-2.954129
Andrew Fairlie at Gleneagles,https://guide.michelin.com/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,MICHELIN GUIDE UNITED KINGDOM,"Auchterarder, PH3 1NF, United Kingdom",115 - 155 GBP,Modern French,"Hidden away in the depths of the world-famous Gleneagles resort hotel is this intimate restaurant. It may be windowless but the room has an appealing classical elegance, courtesy of dark wood walls, clever lighting and colourful food-themed art. An oil painting of the late Andrew Fairlie takes pride of place on one wall and Head Chef Stephen McLaughlin and his team work to continue Andrew’s philosophy and keep his spirit alive.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
û
Restaurant offering vegetarian menus
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+44 1764 694267,https://www.andrewfairlie.co.uk/,"Closed: Sunday, lunch: Monday-Saturday",2,56.2949827,-3.7066774
Patrick Guilbaud,https://guide.michelin.com/en/dublin/dublin/restaurant/patrick-guilbaud,MICHELIN GUIDE REPUBLIC OF IRELAND,"21 Upper Merrion Street, Dublin City, D02 KF79, Ireland",65 - 205 EUR,Modern French,Patrick Guilbaud is one of Ireland’s most celebrated chefs and his well-regarded restaurant is high on the list of any serious foodie. He has run a tight ship here for many years and has certainly earned his place in Irish culinary history.,"
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
X
Visa credit card
a
Wheelchair access
Show Less
",+353 1 676 4192,https://www.restaurantpatrickguilbaud.ie/,"Closed: Sunday, Monday",2,53.3383502,-6.252892053
Greenhouse,https://guide.michelin.com/en/dublin/dublin/restaurant/greenhouse,MICHELIN GUIDE REPUBLIC OF IRELAND,"Dawson Street, Dublin City, D2, Ireland",80 - 180 EUR,Modern Cuisine,"The Greenhouse is a chic, intimate restaurant that has steadily evolved over the years. The staff are friendly and personable and the atmosphere is refreshingly relaxed, and while the trams may rumble past outside, no-one seems to notice, as the focus here is the food on the plate.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
Show Less
",+353 1 676 7015,https://www.thegreenhouserestaurant.ie/,"Closed: Sunday, Monday, lunch: Tuesday-Wednesday",2,53.3428614,-6.2578165
The Yeatman,https://guide.michelin.com/en/porto-region/vila-nova-de-gaia/restaurant/the-yeatman,MICHELIN GUIDE PORTUGAL,"Rua do Choupelo, Vila Nova de Gaia, 4400-088, Portugal",180 EUR,Creative,"This stylish restaurant has a bright decor combining the classical and the contemporary, as well as stunning views of Oporto across the river. Here, the innovative cuisine is focused on a tasting menu that always showcases seasonal ingredients and an incredible balance of flavours. The wine cellar is one of the best in Portugal.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
s
Garage
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
K
Valet parking
X
Visa credit card
a
Wheelchair access
Show Less
",+351 22 013 3100,www.the-yeatman-hotel.com,"Closed: 2 January-1 March, Monday, lunch: Tuesday-Saturday, Sunday",2,41.1346582,-8.6142156
Casa de Chá da Boa Nova,https://guide.michelin.com/en/porto-region/lea-da-palmeira/restaurant/casa-de-cha-da-boa-nova,MICHELIN GUIDE PORTUGAL,"Avenida da Liberdade, Leça da Palmeira, 4450-705, Portugal",70 - 195 EUR,Seafood,"Enjoy a truly marvellous culinary experience in this restaurant occupying a property declared a National Monument and located on the rocks above the beach right by the water’s edge. The perfect setting for locally inspired cuisine that is only available via a tasting menu that features either 6, 12 or 21 dishes.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
Show Less
",+351 22 994 0066,www.casadechadaboanova.pt,"Closed: 9-31 January, Monday, Sunday",2,41.1899632,-8.7048675
