Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Qiu Yuan Mixed Veg Rice,ChIJeysLRwAT2jERXdZXVnG1vzM,"20 Woodlands Drive 17, Singapore 737924",Singapore,North,1.0,Street Food,103.7945383,1.4247067,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3728898514870589021,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,1,1.0,poor,0.8812,terrible,0.3311,poor,0.9994,2.0,1.0,2.0,False
Qq Rice (Woodlands Mrt),ChIJUTmI1KcT2jER7UjoHHWuilQ,"Woodlands Integrated Transport Hub, Singapore 738343",Singapore,North,1.0,Health Food Store,103.7866218,1.436708,6363 1282,Not in Michelin Guide Yet,https://maps.google.com/?cid=6091873263991408877,Not Awarded Any Yet,"Delivery,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.0,average,0.9268,excellent,0.8836,good,0.8853,3.0,4.0,3.25,False
Quayside Isle,ChIJ01fgzLUe2jERxlhvImcbZ7g,"31 Ocean Way, 098375",Singapore,Central,3.0,Western,103.8420723,1.2476808,6887 3502,Not in Michelin Guide Yet,https://maps.google.com/?cid=13287619355353241798,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Upscale waterfront shopping center with international restaurants, plus boutiques & services.",A,0,1,1.0,poor,0.3889,poor,0.3443,good,0.2902,2.0,2.0,4.0,False
Queensway Famous Curry Chicken,ChIJ39nBb8sb2jERt1ujliPF1zY,"1 Queensway, Queensway shopping cenre, Singapore 149053",Singapore,Central,1.0,Singaporean,103.8035446,1.2876225,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3951843954682715063,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Wheelchair accessible",No Description Available Yet,B,1,5,2.4,good,0.8227,terrible,0.7581,good,0.9051,3.0,2.8,2.8,False
Queensway Lau Tan Tutu Kueh,ChIJwWjNccsb2jERESRPW2J8mbc,"1 Queensway, #02-47, Singapore 149053",Singapore,Central,1.0,Street Food,103.803349,1.2877063,9817 4793,Not in Michelin Guide Yet,https://maps.google.com/?cid=13229742142258095121,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,2.0,poor,0.711,poor,0.2972,good,0.7324,2.4,2.8,3.2,False
Quentin’S Bar And Restaurant,ChIJR8qLTngb2jERncHT3pQir5o,"14 Mess, 2 Gunner Ln, #01-08 Hall Sentosa",Singapore,Central,3.0,Asian Fusion,103.8207408,1.2528382,8817 6742,Not in Michelin Guide Yet,https://maps.google.com/?cid=11146165625554190749,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.7536,excellent,0.86,good,0.9823,4.4,4.8,4.0,False
Qun Fang Noodle House,ChIJF-LOjJIX2jEReIFttJdmY0E,"61 Fernvale Link, Singapore 799956",Singapore,North-East,2.0,Noodle Shop,103.878607,1.3960474,8967 9391,Not in Michelin Guide Yet,https://maps.google.com/?cid=4711722436912841080,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,5,3.6,good,0.6145,excellent,0.3796,good,0.7284,3.4,3.8,3.6,False
R Italian Kitchen & Smokehouse,ChIJEywT3D0X2jER8BDUFJoXb_M,"22 Greenwood Avenue, Singapore 289215",Singapore,Central,3.0,Italian,103.8067379,1.3315001,9424 8258,Not in Michelin Guide Yet,https://maps.google.com/?cid=17541265024173215984,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,4,3.0,good,0.763,excellent,0.8984,good,0.9582,3.0,3.5,2.5,False
Raffles Marina,ChIJPV-ku7QI2jER0-78Eng_3gQ,"10 Tuas West Drive, Singapore 638404",Singapore,West,3.0,Marina,103.6355251,1.3427401,6861 8000,Not in Michelin Guide Yet,https://maps.google.com/?cid=350787605928668883,Not Awarded Any Yet,"Reservations,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,good,0.6834,excellent,0.6373,good,0.8006,4.0,4.5,4.0,False
Raja Rasa Indonesian Cuisine & Nasi Padang,ChIJsXRg5xAb2jERcOAWEUdFzFs,"50 Science Park Rd, #01-03 The Kendall, Singapore 117406",Singapore,Central,1.0,Indonesian,103.7832022,1.2861436,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=6614738124232122480,Not Awarded Any Yet,,No Description Available Yet,A,0,1,5.0,good,0.853,good,0.3361,good,0.9367,4.0,4.0,4.0,False
Ramen Hitoyoshi,ChIJA_33Z-Ib2jERUPhVR3rK2JY,"1 Maritime Square, #01-99 1st Floor HarbourFront Centre Singapore 099253",Singapore,Central,2.0,Ramen,103.8203582,1.2642175,6250 9867,Not in Michelin Guide Yet,https://maps.google.com/?cid=10869660327190329424,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.67,poor,0.798,excellent,0.7001,good,0.9532,2.67,3.67,3.33,False
Ramen Keisuke Gyoza King,ChIJy3kl2mwZ2jERtd6AuRd52hs,"1 Tras Link, #01-15 Orchid Hotel Singapore, Singapore 078867",Singapore,Central,2.0,Japanese,103.843676,1.2767686,6604 6674,Not in Michelin Guide Yet,https://maps.google.com/?cid=2007049726750416565,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,NFC payments",No Description Available Yet,A,0,5,3.2,good,0.7914,good,0.5361,good,0.6959,3.6,3.6,3.8,False
Ramen Keisuke Tonkotsu King Niku King (Paya Lebar),ChIJUT98ZxgY2jER9AkGIB3_Tzo,"60 Paya Lebar Road, Singapore 409051",Singapore,Central,2.0,Ramen,103.8928998,1.3189503,6214 3345,Not in Michelin Guide Yet,https://maps.google.com/?cid=4201857477916363252,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,NFC payments",No Description Available Yet,A,0,3,2.67,poor,0.794,excellent,0.6342,good,0.8127,2.67,2.67,3.33,False
Ramen Keisuke Tori King,ChIJ9UBYpmwZ2jEROzy0wV08AhE,"100 Tras St, #03 - 15, Singapore 079027",Singapore,Central,2.0,Ramen,103.8436585,1.2745604,6604 6861,Not in Michelin Guide Yet,https://maps.google.com/?cid=1225608421977635899,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.67,good,0.8136,excellent,0.8946,excellent,0.785,3.33,3.33,3.67,False
Rampage Western Food,ChIJaVHwgAsR2jERZ2-lfz2WPw0,"Choa Chu Kang Crescent, Singapore 681691",Singapore,West,1.0,Western,103.7502474,1.401628,9663 3199,Not in Michelin Guide Yet,https://maps.google.com/?cid=954646836904554343,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,5,1.8,poor,0.8201,poor,0.8232,good,0.7057,2.4,2.4,3.0,False
Rangooli Restaurant (Clementi),ChIJV15mQ6Ub2jERvlB6iB9FrN8,"Clementi West Street 2, Singapore 120721",Singapore,Central,2.0,Indian,103.7642234,1.3023263,9889 5448,Not in Michelin Guide Yet,https://maps.google.com/?cid=16117333168188182718,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,good,0.7491,excellent,0.6472,good,0.9599,3.2,3.4,3.2,False
Rangooli Restaurant (The Railmall),ChIJt9bt54oR2jERfu3Zr9Zl9ew,"452 Upper Bukit Timah Road, Singapore 678211",Singapore,West,2.0,Indian,103.7675918,1.3598167,6972 6275,Not in Michelin Guide Yet,https://maps.google.com/?cid=17074665534992805246,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,3,5.0,good,0.8351,excellent,0.8149,excellent,0.9988,3.67,4.67,4.67,False
Rasa Istimewa Waterfront Restaurant,ChIJDVTpC_8S2jERSz_upFj7WYo,"Woodlands Jetty, Singapore 730919",Singapore,North,2.0,Halal,103.7776873,1.4539459,6366 9339,Not in Michelin Guide Yet,https://maps.google.com/?cid=9969275608304074571,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,3,4.67,good,0.8619,excellent,0.5672,good,0.9892,4.0,5.0,4.0,False
Rasa Rasa (Teck Whye),ChIJlW0um74R2jERJB9IfmT4Qmo,"160A Jalan Teck Whye, Singapore 681160",Singapore,West,2.0,Halal,103.7572992,1.3803814,6763 2685,Not in Michelin Guide Yet,https://maps.google.com/?cid=7656955426982338340,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,2,4.5,good,0.9976,excellent,0.4961,good,0.9924,4.0,4.5,4.0,False
Rasa Rasa (Yishun),ChIJ2e6Uu2kU2jERJNBBNMoMnN8,"348 Yishun Avenue 11, Singapore 760348",Singapore,North,2.0,Coffee Shop,103.8428669,1.4265573,6352 0336,Not in Michelin Guide Yet,https://maps.google.com/?cid=16112767629424447524,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,5,2.0,good,0.6613,excellent,0.587,good,0.6625,3.4,3.6,3.4,False
Rasa Sayang Western Food,ChIJC5lEWAAV2jERl9agSH3s3nY,"105 Canberra Street, Singapore 750105",Singapore,North,1.0,Western,103.8325717,1.4485044,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8565543564138829463,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,NFC payments",No Description Available Yet,A,0,5,1.0,poor,0.898,poor,0.7939,terrible,0.8506,1.8,1.8,2.0,False
Red House Japanese Food,ChIJWRKiMnIP2jERiJPMd_bHsTI,"815 Jurong West Avenue 5, Singapore 640816",Singapore,West,2.0,Japanese,103.6961706,1.3453452,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3652920634159960968,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,5.0,good,0.9984,excellent,0.7642,good,0.9966,4.0,5.0,4.0,False
Red House Seafood Grand Copthorne,ChIJYR6HCJ4Z2jERChIQxjl2MhI,"392 Havelock Rd, Level 2 Grand Copthorne Waterfront Hotel Singapore, Singapore 169663",Singapore,Central,3.0,Seafood,103.8352515,1.2903687,6735 7666,Not in Michelin Guide Yet,https://maps.google.com/?cid=1311240432026391050,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,average,0.8973,good,0.8447,good,0.9973,3.8,4.4,4.2,False
Red Star Restaurant,ChIJIds6rnUZ2jERPx6E0UCf6HM,"Block 54 Chin Swee Rd, #07-23, Singapore 160054",Singapore,Central,2.0,Cantonese,103.8411942,1.2874996,6532 5266,Not in Michelin Guide Yet,https://maps.google.com/?cid=8352100609700404799,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","Bustling, informal landmark spotlighting traditional Cantonese cuisine & dim sum.",B,1,3,3.33,average,0.8103,excellent,0.5121,good,0.977,3.0,3.67,3.0,False
Reddot Brewhouse,ChIJZzTg5yIa2jERJDs-qLs7KtU,"25A Dempsey Road, Singapore 247691",Singapore,Central,2.0,Western,103.8115459,1.3061805,6475 0500,Not in Michelin Guide Yet,https://maps.google.com/?cid=15360155156268071716,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.8177,excellent,0.9496,good,0.7369,4.25,4.5,4.0,False
Reedz Cafe,ChIJ94PkRqsb2jERj766IVTrIGM,"10 Science Park Rd, #01-10 The Alpha, Singapore 117684",Singapore,Central,2.0,Salad Shop,103.7796998,1.288347,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7142967755585273487,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Wheelchair accessible",No Description Available Yet,A,0,3,2.33,poor,0.8702,excellent,0.6648,good,0.5135,2.67,3.33,2.33,False
Relish By Wild Rocket,ChIJ-zEJvQYa2jERd8vrJa_-zzw,"#01-01B Cluny Park Road, Singapore 259760",Singapore,Central,2.0,Cafe,103.8144895,1.3225945,6763 1547,Not in Michelin Guide Yet,https://maps.google.com/?cid=4382000990663723895,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.67,good,0.7178,excellent,0.4662,good,0.9971,4.33,4.67,4.0,False
Ren He Vegetarian,ChIJf3soUvYT2jERp6kGuIjjuqI,"Sembawang Drive, Singapore 757440",Singapore,North,1.0,Vegetarian,103.8158189,1.4621273,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11725934756155009447,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,C,2,4,2.75,good,0.9028,excellent,0.4395,good,0.8038,3.25,4.0,3.5,False
Rendezvous Bistro & Bar,ChIJJyGW2gsQ2jERcmfbaL3nxLk,"2 International Business Park, Singapore 609930",Singapore,West,2.0,Bistro,103.7469668,1.3299709,9745 2640,Not in Michelin Guide Yet,https://maps.google.com/?cid=13386078793146001266,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Live music,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.0,good,0.9657,good,0.7957,good,0.9575,3.4,3.4,3.4,False
Ri Sheng Seafood,ChIJH2ARMa8a2jERxRzQbD0QwDw,"Teban Gardens Road, Singapore 600065",Singapore,West,2.0,Seafood,103.7384984,1.3220796,9856 1939,Not in Michelin Guide Yet,https://maps.google.com/?cid=4377516693808749765,Not Awarded Any Yet,,No Description Available Yet,B,1,4,4.75,good,0.91,excellent,0.9231,good,0.9887,4.0,4.5,4.0,False
Rice Garden Mixed Rice,ChIJyX7crW8R2jEROo_OSdO5KqE,"2 Senja Close, Singapore 677632",Singapore,West,1.0,Street Food,103.7609446,1.3872109,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11613298906255757114,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,2.2,poor,0.896,terrible,0.449,good,0.8086,2.0,1.6,2.6,False
Ristorante Palermo,ChIJCxvvjgIb2jER1HlfT5-p_Os,"2 Keppel Bay Vista, #02-03, 098382",Singapore,Central,3.0,Italian,103.8124338,1.2640047,6970 0887,Not in Michelin Guide Yet,https://maps.google.com/?cid=17004652794740701652,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.7022,excellent,0.8292,good,0.9083,4.4,4.6,4.0,False
Ristorante Takada : Japanese Italian Restaurant : Pasta Pizza Wine (Alexandra),ChIJizsi_DIa2jERs55gooVkYoo,"#01-07, 356 Alexandra Rd, Alexis, 159948",Singapore,Central,3.0,Italian,103.8075963,1.2915246,9067 0141,Not in Michelin Guide Yet,https://maps.google.com/?cid=9971643050069368499,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,average,0.8858,excellent,0.8438,excellent,0.9976,3.5,5.0,4.5,False
River South (Hoe Nam) Prawn Noodles,ChIJ71Rfs4EX2jER0pUWZ_yoSp0,"31 Tai Thong Crescent, Singapore 347859",Singapore,Central,2.0,Street Food,103.8698171,1.3288346,6281 9293,Not in Michelin Guide Yet,https://maps.google.com/?cid=11334057214246032850,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee","Longtime, popular place serving a variety of prawn-noodle plates & soups, plus some pork-based fare.",A,0,2,1.0,poor,0.887,poor,0.7217,good,0.9472,2.0,1.5,3.0,False
Riyana Western Food,ChIJh639AC4P2jERqPGgdE94MLg,"815 Jurong West Avenue 5, Singapore 640816",Singapore,West,1.0,Western,103.6960756,1.345327,8378 3712,Not in Michelin Guide Yet,https://maps.google.com/?cid=13272240384515305896,Not Awarded Any Yet,"Dine-in,Delivery,NFC payments",No Description Available Yet,A,0,5,2.8,poor,0.6435,good,0.2194,good,0.6467,2.8,3.2,3.6,False
Roasted Delights,ChIJifQkW6kV2jER-WIwevm9K4A,"Yishun Avenue 1, Singapore 761431",Singapore,North,1.0,Street Food,103.8475762,1.4201968,9694 5484,Not in Michelin Guide Yet,https://maps.google.com/?cid=9235684340047831801,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,3.75,good,0.7185,good,0.4128,good,0.9282,4.0,4.25,4.0,False
Robert Mee Siam,ChIJc0OYpNkZ2jERtfGEbyIVDrA,"Kim Keat Lane, Singapore 320089",Singapore,Central,1.0,Street Food,103.8540837,1.3234136,9383 8229,Not in Michelin Guide Yet,https://maps.google.com/?cid=12686100437993320885,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,B,1,4,3.75,good,0.7919,good,0.6608,good,0.8038,3.5,3.5,4.0,False
Rochor Beancurd House,ChIJKaXSez0Y2jERQv6Aql_hXXI,"Geylang Road, Singapore 389597",Singapore,Central,1.0,Cafe,103.8903957,1.3149103,8288 7020,Not in Michelin Guide Yet,https://maps.google.com/?cid=8240990694156598850,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Cash only",No Description Available Yet,A,0,4,4.5,good,0.4861,excellent,0.3924,good,0.8568,3.5,4.5,4.0,False
Rong Cheng Ji Chicken Rice,ChIJc6a7MWQb2jERUI_GI6WAJkM,"429 Jurong West Ave 1, #01-322, Singapore 640429",Singapore,West,1.0,Street Food,103.7247115,1.3519894,9868 1958,Not in Michelin Guide Yet,https://maps.google.com/?cid=4838696296414351184,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,5,4.2,good,0.7019,good,0.5597,good,0.7752,3.8,3.8,3.6,False
Rong Kee Hk Roasted Delights (Redhill),ChIJc3OUBtQb2jERiT4CAw1DFzc,"Blk 75D Redhill Rd, #01-102, Singapore 152075",Singapore,Central,1.0,Chinese,103.8154799,1.2883422,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3969715319714496137,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,5,2.4,good,0.5201,good,0.3822,good,0.762,3.6,4.0,3.8,False
Rong Kee Hong Kong Roasted Delights,ChIJyeLHVLIR2jER0wCkaEqY87w,"547 Segar Road, Singapore 677721",Singapore,West,1.0,Chinese,103.7697321,1.3879603,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13615393543821721811,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,3,1.0,poor,0.6319,good,0.7332,good,0.6276,2.0,2.33,2.33,False
Rong Kee Roasted Delights (Woodlands Street 13),ChIJQy2HrawT2jERHnwFWEassjI,"166 Woodlands Street 13, Singapore 730166",Singapore,North,1.0,Chinese,103.7754141,1.4336933,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3653171665875336222,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,4,1.75,good,0.7079,average,0.5992,good,0.7563,3.5,3.5,3.5,False
Rong Kee Roasted Delights (Holland),ChIJAQAA8EEa2jERrpVDIRMrQN0,"40 Holland Drive, Singapore 270040",Singapore,Central,1.0,Street Food,103.7934398,1.3071989,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=15942790042054006190,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments",No Description Available Yet,A,0,4,2.75,good,0.8183,excellent,0.7518,good,0.907,3.0,3.0,3.0,False
Rongji Seafood,ChIJudRkb1wW2jERbRCmd8LIFy4,"Yio Chu Kang Road, Singapore 805280",Singapore,North-East,2.0,Seafood,103.8759279,1.3785214,9622 7762,Not in Michelin Guide Yet,https://maps.google.com/?cid=3321343987765612653,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,good,0.9588,excellent,0.8105,good,0.9577,3.33,4.0,4.0,False
Roots (Onenorth Restaurant),ChIJ5yUNSEUa2jERwFbLzYcct0g,"Fusionopolis Place, Singapore 138632",Singapore,Central,3.0,Western,103.78726,1.2996794,8040 5140,Not in Michelin Guide Yet,https://maps.google.com/?cid=5239688061067679424,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.8309,excellent,0.8127,good,0.9538,4.0,4.75,4.0,False
Royal Palm (Orchid Country Club Restaurant),ChIJAaUa-RcU2jERfUdAHPUblEQ,"Orchid Club Road, Singapore 769162",Singapore,North,2.0,Halal,103.8443196,1.4109962,6555 2165,Not in Michelin Guide Yet,https://maps.google.com/?cid=4941605430687188861,Not Awarded Any Yet,"Dine-in,Reservations,Outdoor seating,Live music,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,2.0,poor,0.7963,poor,0.6584,excellent,0.9137,2.25,2.5,3.0,False
Royal Plaza On Scotts Singapore,ChIJS2f6Z40Z2jERLavQ4p6-R5s,"25 Scotts Road, Singapore 228220",Singapore,Central,3.0,Hotel,103.8319667,1.3069695,6737 7966,Not in Michelin Guide Yet,https://maps.google.com/?cid=11189121388844722989,Not Awarded Any Yet,"Cash only,Wheelchair accessible",Refined rooms & suites in a slick business lodging featuring a Halal restaurant & an outdoor pool.,A,0,3,5.0,good,0.6351,excellent,0.5886,good,0.6796,4.0,5.0,4.0,False
Royal Taj (Village Hotel),ChIJt7XjpoMb2jERHu6tRHI8Ap8,"2, block 16 Gunner Ln, #02-06 Singapore Mess Hall, 099567",Singapore,Central,3.0,Indian,103.8207408,1.2528382,9118 5896,Not in Michelin Guide Yet,https://maps.google.com/?cid=11457786863460150814,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.4,excellent,0.5755,excellent,0.6858,excellent,0.9496,3.6,4.2,4.0,False
Royal Thai Cuisine (Arcadia Road),ChIJTad-m4MR2jERtYyhEAGfCiI,"251A Arcadia Road, Singapore 289847",Singapore,Central,2.0,Thai,103.8098975,1.3346097,9643 6690,Not in Michelin Guide Yet,https://maps.google.com/?cid=2452947773979462837,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,1,5.0,average,0.9664,excellent,0.8524,good,0.9982,3.0,5.0,4.0,False
